Q_LBS, eps, pathLength, niters, approxDist, origDist, truePath, time
Q7_LBS0, 0.5, 8, 5, 0.9774888238242275, 2.149171700203785, 43 42 41 40 41 40 41 42, 0:01:17.613269
Q7_LBS1, 0.5, 8, 5, 1.2828427124746191, 1.232842712474619, 43 42 41 40 41 40 41 42, 0:00:10.635754
Q7_LBS2, 0.5, 8, 5, 1.2296329447585035, 1.2296329447585035, 43 42 41 40 41 40 41 42, 0:00:15.875463
Q7_LBS0, 0.6, 8, 5, 0.9369677166154768, 1.6490302866743027, 43 42 41 40 41 40 41 42, 0:00:33.053885
Q7_LBS1, 0.6, 8, 5, 1.2485281374238573, 1.1571067811865476, 43 42 41 40 41 40 41 42, 0:00:08.657056
Q7_LBS2, 0.6, 8, 5, 1.639445670817627, 1.639445670817627, 43 42 41 40 41 40 41 42, 0:00:16.350480
Q7_LBS0, 0.8, 8, 5, 0.26213203435596427, 1.2996775902608564, 43 42 41 40 41 40 41 42, 0:00:29.869546
Q7_LBS1, 0.8, 8, 5, 1.448528137423857, 1.448528137423857, 43 42 41 40 41 40 41 42, 0:00:12.471679
Q7_LBS2, 0.8, 8, 5, 0.9618033988749894, 0.9618033988749894, 43 42 41 40 41 40 41 42, 0:00:17.636378
Q7_LBS0, 1, 8, 5, 0.3621320343559643, 0.8718887395684141, 43 42 41 40 41 40 41 42, 0:00:14.544497
Q7_LBS1, 1, 8, 5, 1.2548033730539194, 1.2873562402042278, 43 42 41 40 41 40 41 42, 0:00:15.629455
Q7_LBS2, 1, 8, 5, 0.8427050983124842, 0.8427050983124842, 43 42 41 40 41 40 41 42, 0:00:17.273600
Q6_LBS0, 0.3, 8, 5, 3.801179515562611, 4.214399929540747, 34 24 34 24 34 33 43 53, 0:01:17.303825
Q6_LBS1, 0.3, 8, 5, 2.81103997743211, 2.81103997743211, 34 24 34 24 34 33 43 53, 0:00:14.602802
Q6_LBS2, 0.3, 8, 5, 3.8730754088443553, 3.770452806532678, 34 24 34 24 34 33 43 53, 0:00:16.458209
Q6_LBS0, 0.4, 8, 5, 1.531107669672616, 2.1502470800837985, 34 24 34 24 34 33 43 53, 0:01:13.837139
Q6_LBS1, 0.4, 8, 5, 2.341640786499874, 2.341640786499874, 34 24 34 24 34 33 43 53, 0:00:14.437194
Q6_LBS2, 0.4, 8, 5, 2.719927782145047, 2.6790530689703758, 34 24 34 24 34 33 43 53, 0:00:14.449504
Q6_LBS0, 0.5, 8, 5, 0.9628441628835549, 2.275165938407574, 34 24 34 24 34 33 43 53, 0:01:10.674233
Q6_LBS1, 0.5, 8, 5, 1.8601126159491541, 1.8601126159491541, 34 24 34 24 34 33 43 53, 0:00:15.428758
Q6_LBS2, 0.5, 8, 5, 1.8316483540788286, 1.8316483540788286, 34 24 34 24 34 33 43 53, 0:00:14.080295
Q6_LBS0, 0.6, 8, 5, 0.9593870273941202, 1.277429849034013, 34 24 34 24 34 33 43 53, 0:00:23.340446
Q6_LBS1, 0.6, 8, 5, 2.457076657157208, 2.457076657157208, 34 24 34 24 34 33 43 53, 0:00:15.896876
Q6_LBS2, 0.6, 8, 5, 2.6848597079124743, 2.6848597079124743, 34 24 34 24 34 33 43 53, 0:00:11.724078
Q6_LBS0, 0.8, 8, 5, 0.6076783947341317, 1.103483037696037, 34 24 34 24 34 33 43 53, 0:00:32.541609
Q6_LBS1, 0.8, 8, 5, 0.4, 0.4, 34 24 34 24 34 33 43 53, 0:00:15.123141
Q6_LBS2, 0.8, 8, 5, 2.1869008217032935, 2.1869008217032935, 34 24 34 24 34 33 43 53, 0:00:13.440873
Q6_LBS0, 1, 8, 5, 0.4621320343559643, 1.2355834672546628, 34 24 34 24 34 33 43 53, 0:00:32.105342
Q6_LBS1, 1, 8, 5, 1.9074638375981512, 1.9074638375981512, 34 24 34 24 34 33 43 53, 0:00:14.698707
Q6_LBS2, 1, 8, 5, 1.2292517871608175, 1.2292517871608175, 34 24 34 24 34 33 43 53, 0:00:12.132921
Q7_LBS0, 0.3, 8, 5, 2.6524846474929777, 3.9551398931584405, 63 73 72 73 72 71 72 62, 0:01:12.109026
Q7_LBS1, 0.3, 8, 5, 2.930639785649683, 3.137863631897235, 63 73 72 73 72 71 72 62, 0:00:15.147152
Q7_LBS2, 0.3, 8, 5, 3.0889975208799223, 3.0889975208799223, 63 73 72 73 72 71 72 62, 0:00:17.111196
Q7_LBS0, 0.4, 8, 5, 1.5894847329068953, 2.753284282731521, 63 73 72 73 72 71 72 62, 0:01:07.190660
Q7_LBS1, 0.4, 8, 5, 2.635230856902751, 2.604503776692947, 63 73 72 73 72 71 72 62, 0:00:12.865878
Q7_LBS2, 0.4, 8, 5, 2.3859625974006464, 2.4315465802110134, 63 73 72 73 72 71 72 62, 0:00:15.941593
Q7_LBS0, 0.5, 8, 5, 1.000576003254294, 1.8475298305666887, 63 73 72 73 72 71 72 62, 0:00:31.808332
Q7_LBS1, 0.5, 8, 5, 1.1947423664534476, 1.165685424949238, 63 73 72 73 72 71 72 62, 0:00:13.006582
Q7_LBS2, 0.5, 8, 5, 2.1244520748088935, 2.1244520748088935, 63 73 72 73 72 71 72 62, 0:00:14.517085
Q7_LBS0, 0.6, 8, 5, 1.4303849434555518, 2.1349270249564, 63 73 72 73 72 71 72 62, 0:00:50.302958
Q7_LBS1, 0.6, 8, 5, 1.6425718353771572, 1.651386857714606, 63 73 72 73 72 71 72 62, 0:00:14.475551
Q7_LBS2, 0.6, 8, 5, 1.8052499859067201, 1.8052499859067201, 63 73 72 73 72 71 72 62, 0:00:16.765498
Q7_LBS0, 0.8, 8, 5, 0.7474873734152916, 1.0049236367138095, 63 73 72 73 72 71 72 62, 0:00:13.831433
Q7_LBS1, 0.8, 8, 5, 0.8, 0.8, 63 73 72 73 72 71 72 62, 0:00:14.766911
Q7_LBS2, 0.8, 8, 5, 1.480097705512775, 1.480097705512775, 63 73 72 73 72 71 72 62, 0:00:18.649692
Q7_LBS0, 1, 8, 5, 0.5178694160529717, 0.9722748640824298, 63 73 72 73 72 71 72 62, 0:00:15.008375
Q7_LBS1, 1, 8, 5, 1.165685424949238, 1.165685424949238, 63 73 72 73 72 71 72 62, 0:00:14.857595
Q7_LBS2, 1, 8, 5, 1.199070478491457, 1.199070478491457, 63 73 72 73 72 71 72 62, 0:00:15.475246
Q6_LBS0, 0.3, 10, 5, 2.7338098699107927, 3.9653678417122586, 33 32 42 43 33 34 24 25 26 27, 0:15:54.725183
Q6_LBS1, 0.3, 10, 5, 3.1385792045116427, 3.1059688704709267, 33 32 42 43 33 34 24 25 26 27, 0:00:56.096184
Q6_LBS2, 0.3, 10, 5, 2.981163265087572, 2.953773599128288, 33 32 42 43 33 34 24 25 26 27, 0:01:04.698634
Q6_LBS0, 0.4, 10, 5, 1.9596744374888084, 2.252057975670741, 33 32 42 43 33 34 24 25 26 27, 0:05:40.250373
Q6_LBS1, 0.4, 10, 5, 1.930056307974577, 1.930056307974577, 33 32 42 43 33 34 24 25 26 27, 0:01:27.057089
Q6_LBS2, 0.4, 10, 5, 1.9182852651024855, 1.9182852651024855, 33 32 42 43 33 34 24 25 26 27, 0:01:17.618708
Q6_LBS0, 0.5, 10, 5, 0.8255539707568482, 1.7162589473950123, 33 32 42 43 33 34 24 25 26 27, 0:07:38.378542
Q6_LBS1, 0.5, 10, 5, 1.9160207336015178, 1.9254634527015093, 33 32 42 43 33 34 24 25 26 27, 0:01:10.526219
Q6_LBS2, 0.5, 10, 5, 2.89881437609133, 2.89881437609133, 33 32 42 43 33 34 24 25 26 27, 0:01:13.923392
Q6_LBS0, 0.6, 10, 5, 0.8291168824543143, 1.3659241155193045, 33 32 42 43 33 34 24 25 26 27, 0:07:33.346899
Q6_LBS1, 0.6, 10, 5, 1.769638392516655, 1.769638392516655, 33 32 42 43 33 34 24 25 26 27, 0:01:25.875499
Q6_LBS2, 0.6, 10, 5, 2.0263728724338796, 2.0263728724338796, 33 32 42 43 33 34 24 25 26 27, 0:01:10.614547
Q6_LBS0, 0.8, 10, 5, 0.8262741699796953, 1.3128887439716348, 33 32 42 43 33 34 24 25 26 27, 0:03:51.416117
Q6_LBS1, 0.8, 10, 5, 2.260331990669886, 2.236267207916807, 33 32 42 43 33 34 24 25 26 27, 0:01:16.687384
Q6_LBS2, 0.8, 10, 5, 1.6357300391298841, 1.6357300391298841, 33 32 42 43 33 34 24 25 26 27, 0:01:09.690081
Q6_LBS0, 1, 10, 5, 0.4097056274847714, 1.1905336006728042, 33 32 42 43 33 34 24 25 26 27, 0:02:27.785598
Q6_LBS1, 1, 10, 5, 2.0781723670710455, 2.059051462903978, 33 32 42 43 33 34 24 25 26 27, 0:01:14.282704
Q6_LBS2, 1, 10, 5, 0.6429516828625936, 0.6429516828625936, 33 32 42 43 33 34 24 25 26 27, 0:01:12.087013
Q7_LBS0, 0.3, 10, 5, 2.18461007793778, 3.7012580140852056, 66 67 68 58 57 67 77 76 66 65, 0:10:50.159180
Q7_LBS1, 0.3, 10, 5, 3.0316083399162808, 2.992279721758808, 66 67 68 58 57 67 77 76 66 65, 0:01:18.314063
Q7_LBS2, 0.3, 10, 5, 3.317962722676093, 3.290144085521512, 66 67 68 58 57 67 77 76 66 65, 0:01:29.964054
Q7_LBS0, 0.4, 10, 5, 1.5529438151894315, 2.822627528169683, 66 67 68 58 57 67 77 76 66 65, 0:04:36.680833
Q7_LBS1, 0.4, 10, 5, 2.401764376105822, 2.2184614825724633, 66 67 68 58 57 67 77 76 66 65, 0:01:19.194757
Q7_LBS2, 0.4, 10, 5, 3.0969356329886724, 3.041941124698246, 66 67 68 58 57 67 77 76 66 65, 0:01:33.891029
Q7_LBS0, 0.5, 10, 5, 1.362591794006786, 2.1241752328560266, 66 67 68 58 57 67 77 76 66 65, 0:04:11.347458
Q7_LBS1, 0.5, 10, 5, 2.2260336670909684, 2.0983801585673327, 66 67 68 58 57 67 77 76 66 65, 0:01:23.077252
Q7_LBS2, 0.5, 10, 5, 1.4756518749135623, 1.4756518749135623, 66 67 68 58 57 67 77 76 66 65, 0:01:26.642008
Q7_LBS0, 0.6, 10, 5, 1.138428147361916, 1.7710996400528365, 66 67 68 58 57 67 77 76 66 65, 0:04:20.240680
Q7_LBS1, 0.6, 10, 5, 1.2951281440492297, 1.165685424949238, 66 67 68 58 57 67 77 76 66 65, 0:01:32.201620
Q7_LBS2, 0.6, 10, 5, 1.1761551377093695, 1.1761551377093695, 66 67 68 58 57 67 77 76 66 65, 0:01:18.140437
Q7_LBS0, 0.8, 10, 5, 0.8502753303068439, 1.3441281037823887, 66 67 68 58 57 67 77 76 66 65, 0:01:14.963510
Q7_LBS1, 0.8, 10, 5, 0.8, 0.8, 66 67 68 58 57 67 77 76 66 65, 0:01:34.175882
Q7_LBS2, 0.8, 10, 5, 1.153839176183882, 1.153839176183882, 66 67 68 58 57 67 77 76 66 65, 0:01:13.015914
Q7_LBS0, 1, 10, 5, 0.6125483399593904, 1.1779105906887204, 66 67 68 58 57 67 77 76 66 65, 0:02:54.929773
Q7_LBS1, 1, 10, 5, 1.5837053923886846, 1.5626983143555182, 66 67 68 58 57 67 77 76 66 65, 0:01:08.015971
Q7_LBS2, 1, 10, 5, 1.1750415100889247, 1.1750415100889247, 66 67 68 58 57 67 77 76 66 65, 0:01:12.719536
Q6_LBS0, 0.3, 10, 5, 2.283131469052436, 3.575849135083025, 33 32 33 23 33 43 44 45 35 25, 0:17:33.506159
Q6_LBS1, 0.3, 10, 5, 1.1859644256269406, 1.1954071447269323, 33 32 33 23 33 43 44 45 35 25, 0:01:30.231516
Q6_LBS2, 0.3, 10, 5, 2.0958190757056774, 2.0958190757056774, 33 32 33 23 33 43 44 45 35 25, 0:00:58.386386
Q6_LBS0, 0.4, 10, 5, 1.6733554472770287, 2.298953204666163, 33 32 33 23 33 43 44 45 35 25, 0:09:57.768551
Q6_LBS1, 0.4, 10, 5, 2.474533499187849, 2.4037133099030608, 33 32 33 23 33 43 44 45 35 25, 0:01:13.814222
Q6_LBS2, 0.4, 10, 5, 3.2919991058405076, 3.2919991058405076, 33 32 33 23 33 43 44 45 35 25, 0:01:03.145364
Q6_LBS0, 0.5, 10, 5, 1.2604821346821955, 2.194777320652806, 33 32 33 23 33 43 44 45 35 25, 0:04:21.353366
Q6_LBS1, 0.5, 10, 5, 1.6957417329238151, 1.6957417329238151, 33 32 33 23 33 43 44 45 35 25, 0:01:40.608141
Q6_LBS2, 0.5, 10, 5, 2.279503051508277, 2.279503051508277, 33 32 33 23 33 43 44 45 35 25, 0:01:02.707431
Q6_LBS0, 0.6, 10, 5, 0.7889309781526057, 1.4827427360624845, 33 32 33 23 33 43 44 45 35 25, 0:05:49.111666
Q6_LBS1, 0.6, 10, 5, 1.1313708498984762, 1.1313708498984762, 33 32 33 23 33 43 44 45 35 25, 0:01:44.501992
Q6_LBS2, 0.6, 10, 5, 2.0275846102624775, 2.0275846102624775, 33 32 33 23 33 43 44 45 35 25, 0:01:06.079599
Q6_LBS0, 0.8, 10, 5, 0.4945584412271571, 1.3968703135998093, 33 32 33 23 33 43 44 45 35 25, 0:03:56.423338
Q6_LBS1, 0.8, 10, 5, 0.6, 0.6, 33 32 33 23 33 43 44 45 35 25, 0:01:47.017588
Q6_LBS2, 0.8, 10, 5, 1.8124754156712661, 1.8124754156712661, 33 32 33 23 33 43 44 45 35 25, 0:01:07.612038
Q6_LBS0, 1, 10, 5, 0.650995529529691, 1.3518550783260066, 33 32 33 23 33 43 44 45 35 25, 0:03:32.041723
Q6_LBS1, 1, 10, 5, 0.28284271247461906, 0.28284271247461906, 33 32 33 23 33 43 44 45 35 25, 0:01:45.959268
Q6_LBS2, 1, 10, 5, 1.1484167297887609, 1.1484167297887609, 33 32 33 23 33 43 44 45 35 25, 0:01:02.912514
Q7_LBS0, 0.3, 10, 5, 2.488796221267394, 3.4175895684123705, 55 54 55 65 64 63 73 63 64 65, 0:08:14.901625
Q7_LBS1, 0.3, 10, 5, 3.9385233064099276, 3.9417257547589046, 55 54 55 65 64 63 73 63 64 65, 0:00:56.474098
Q7_LBS2, 0.3, 10, 5, 3.0131472397766337, 3.0393055949810726, 55 54 55 65 64 63 73 63 64 65, 0:01:17.777129
Q7_LBS0, 0.4, 10, 5, 1.7560538516320758, 2.306260181373034, 55 54 55 65 64 63 73 63 64 65, 0:05:00.941039
Q7_LBS1, 0.4, 10, 5, 1.7650659362437289, 1.7040365483409368, 55 54 55 65 64 63 73 63 64 65, 0:01:25.941174
Q7_LBS2, 0.4, 10, 5, 2.283944798586213, 2.283944798586213, 55 54 55 65 64 63 73 63 64 65, 0:01:34.517666
Q7_LBS0, 0.5, 10, 5, 1.0182422430602074, 2.0084395474103287, 55 54 55 65 64 63 73 63 64 65, 0:03:06.955578
Q7_LBS1, 0.5, 10, 5, 1.8120664092423435, 1.847213595499958, 55 54 55 65 64 63 73 63 64 65, 0:01:44.499512
Q7_LBS2, 0.5, 10, 5, 1.9107314742891006, 1.9107314742891006, 55 54 55 65 64 63 73 63 64 65, 0:01:53.242932
Q7_LBS0, 0.6, 10, 5, 1.2251821621534311, 1.6087082219953455, 55 54 55 65 64 63 73 63 64 65, 0:02:10.377666
Q7_LBS1, 0.6, 10, 5, 0.8695741732923815, 0.8, 55 54 55 65 64 63 73 63 64 65, 0:01:49.842692
Q7_LBS2, 0.6, 10, 5, 1.4586910557466959, 1.4586910557466959, 55 54 55 65 64 63 73 63 64 65, 0:01:36.809217
Q7_LBS0, 0.8, 10, 5, 0.7768753369322166, 1.410785759125888, 55 54 55 65 64 63 73 63 64 65, 0:02:37.426839
Q7_LBS1, 0.8, 10, 5, 0.3378584445398434, 0.2, 55 54 55 65 64 63 73 63 64 65, 0:01:47.397526
Q7_LBS2, 0.8, 10, 5, 2.1269568719835013, 2.1269568719835013, 55 54 55 65 64 63 73 63 64 65, 0:01:46.359926
Q7_LBS0, 1, 10, 5, 0.2779898987322333, 0.9554200018951868, 55 54 55 65 64 63 73 63 64 65, 0:00:43.098775
Q7_LBS1, 1, 10, 5, 0.6, 0.6, 55 54 55 65 64 63 73 63 64 65, 0:01:53.414612
Q7_LBS2, 1, 10, 5, 1.475003503171458, 1.475003503171458, 55 54 55 65 64 63 73 63 64 65, 0:01:43.402340
Q6_LBS0, 0.3, 10, 5, 2.168914183238493, 4.340196489234472, 56 57 47 48 47 48 38 39 29 39, 0:13:27.845893
Q6_LBS1, 0.3, 10, 5, 3.76180500187536, 3.6290056136223923, 56 57 47 48 47 48 38 39 29 39, 0:01:42.263961
Q6_LBS2, 0.3, 10, 5, 2.88029626677525, 2.753495710403158, 56 57 47 48 47 48 38 39 29 39, 0:01:16.009950
Q6_LBS0, 0.4, 10, 5, 2.0750086797737866, 2.9439594050130267, 56 57 47 48 47 48 38 39 29 39, 0:05:13.339907
Q6_LBS1, 0.4, 10, 5, 1.8825598978712197, 1.7465619222086035, 56 57 47 48 47 48 38 39 29 39, 0:00:55.319397
Q6_LBS2, 0.4, 10, 5, 2.2949646463445275, 2.2949646463445275, 56 57 47 48 47 48 38 39 29 39, 0:01:11.215118
Q6_LBS0, 0.5, 10, 5, 0.9774011537017762, 1.8356190204829745, 56 57 47 48 47 48 38 39 29 39, 0:07:22.580969
Q6_LBS1, 0.5, 10, 5, 1.6674767078498864, 1.4981654429422848, 56 57 47 48 47 48 38 39 29 39, 0:01:08.769996
Q6_LBS2, 0.5, 10, 5, 2.1197844894331013, 2.1197844894331013, 56 57 47 48 47 48 38 39 29 39, 0:01:28.835191
Q6_LBS0, 0.6, 10, 5, 1.0650419166021925, 1.5652110708037297, 56 57 47 48 47 48 38 39 29 39, 0:04:19.143155
Q6_LBS1, 0.6, 10, 5, 1.4151019393223943, 1.3716942923015012, 56 57 47 48 47 48 38 39 29 39, 0:01:06.366744
Q6_LBS2, 0.6, 10, 5, 2.07692954564206, 2.07692954564206, 56 57 47 48 47 48 38 39 29 39, 0:00:57.879439
Q6_LBS0, 0.8, 10, 5, 0.4379898987322333, 0.9289138009651069, 56 57 47 48 47 48 38 39 29 39, 0:02:32.523924
Q6_LBS1, 0.8, 10, 5, 0.4, 0.4, 56 57 47 48 47 48 38 39 29 39, 0:01:48.241113
Q6_LBS2, 0.8, 10, 5, 2.6052980461918636, 2.6052980461918636, 56 57 47 48 47 48 38 39 29 39, 0:01:15.094422
Q6_LBS0, 1, 10, 5, 0.2446669094406771, 0.932437673882225, 56 57 47 48 47 48 38 39 29 39, 0:02:17.253396
Q6_LBS1, 1, 10, 5, 0.4, 0.4, 56 57 47 48 47 48 38 39 29 39, 0:01:46.694260
Q6_LBS2, 1, 10, 5, 1.6163434279084066, 1.576434502943807, 56 57 47 48 47 48 38 39 29 39, 0:01:15.437549
Q7_LBS0, 0.3, 10, 5, 2.567058094005955, 3.995683708162156, 63 64 65 66 67 77 78 68 67 66, 0:07:38.431402
Q7_LBS1, 0.3, 10, 5, 2.668110999851372, 2.6490566185226823, 63 64 65 66 67 77 78 68 67 66, 0:00:36.848317
Q7_LBS2, 0.3, 10, 5, 3.0705591029044026, 3.063485074090725, 63 64 65 66 67 77 78 68 67 66, 0:01:05.567343
Q7_LBS0, 0.4, 10, 5, 1.7594527467794032, 2.790060252380383, 63 64 65 66 67 77 78 68 67 66, 0:08:45.982929
Q7_LBS1, 0.4, 10, 5, 1.2628429164397679, 1.094427190999916, 63 64 65 66 67 77 78 68 67 66, 0:01:04.295021
Q7_LBS2, 0.4, 10, 5, 2.345926341210171, 2.345926341210171, 63 64 65 66 67 77 78 68 67 66, 0:01:02.999164
Q7_LBS0, 0.5, 10, 5, 1.426099033699941, 2.169158547781248, 63 64 65 66 67 77 78 68 67 66, 0:04:22.796024
Q7_LBS1, 0.5, 10, 5, 1.6514339821245223, 1.7258609691592897, 63 64 65 66 67 77 78 68 67 66, 0:00:46.557319
Q7_LBS2, 0.5, 10, 5, 1.6478934204356601, 1.6478934204356601, 63 64 65 66 67 77 78 68 67 66, 0:01:33.446506
Q7_LBS0, 0.6, 10, 5, 0.9705382386916238, 1.6111160857042242, 63 64 65 66 67 77 78 68 67 66, 0:03:58.937682
Q7_LBS1, 0.6, 10, 5, 1.5293338188813543, 1.482842712474619, 63 64 65 66 67 77 78 68 67 66, 0:01:11.780057
Q7_LBS2, 0.6, 10, 5, 1.8188444342638772, 1.829049370280085, 63 64 65 66 67 77 78 68 67 66, 0:01:06.842751
Q7_LBS0, 0.8, 10, 5, 0.6796281913965828, 1.11191538162417, 63 64 65 66 67 77 78 68 67 66, 0:01:11.605742
Q7_LBS1, 0.8, 10, 5, 0.8224922359499621, 0.8143394188948901, 63 64 65 66 67 77 78 68 67 66, 0:01:01.521958
Q7_LBS2, 0.8, 10, 5, 1.9935445186741878, 1.9935445186741878, 63 64 65 66 67 77 78 68 67 66, 0:01:18.811705
Q7_LBS0, 1, 10, 5, 0.08485281374238571, 0.8460958167289512, 63 64 65 66 67 77 78 68 67 66, 0:00:56.297949
Q7_LBS1, 1, 10, 5, 1.1977708763999664, 1.2143394188948902, 63 64 65 66 67 77 78 68 67 66, 0:00:55.847503
Q7_LBS2, 1, 10, 5, 1.5573821114933915, 1.5573821114933915, 63 64 65 66 67 77 78 68 67 66, 0:01:33.299831
